dwell_avg,flight_avg,traj_avg,day_type,label
0.09334089463217217,0.36439456856041624,681.614429855899,1.0,1
0.0850553560256958,0.3550904655456543,596.1330066757952,1.0,1
0.09133707523345948,0.428217191696167,663.5181740037918,1.0,1
0.09139453281055797,0.30624278025193646,580.3732147120126,1.0,1
0.08759835561116537,0.4010272926754422,614.3611494947046,1.0,1
0.09183472936803644,0.3580242828889327,681.028154542382,1.0,1
0.08743674646724355,0.31783071431246673,664.8624238669403,1.0,1
0.0970538475296714,0.3302707780491222,493.69869756562287,1.0,1
0.09127516405923027,0.40134053570883615,579.457446693487,1.0,1
0.09593293883583763,0.3615272045135498,500.61588888695496,1.0,1
0.09027471428825742,0.5214622418085734,516.0034092088789,1.0,0
0.10098513535090856,0.8330442621594384,412.547653261103,1.0,0
0.07326118151346843,0.6876103831272499,663.6119594785694,0.0,0
0.13086653323400588,0.8979448250361851,290.19824383279047,0.0,0
0.17920781612396242,0.6700234508514404,345.483451378626,0.0,0
0.10008022577866264,0.84940505027771,273.36588400840645,0.0,0
0.12610021659306117,0.24786692006247385,401.45684208237833,0.0,0
0.07683171704411507,0.4660298675298691,310.19829215343714,1.0,0
0.06740944231710126,0.8533410333818005,409.9432095761367,1.0,0
0.08972904621026455,0.431692484097603,669.1964445228386,0.0,0
