dwell_avg,flight_avg,traj_avg,day_type,label
0.09590073253797449,2.319101561670718,510.61143372322164,0.0,1
0.10255247790638994,1.427154814324728,415.9706921810549,0.0,1
0.10657220663026322,1.669481360635092,312.3137757279858,0.0,1
0.1131986734029409,2.633243045291385,340.1417121831814,0.0,1
0.10889682051253645,2.5162107944488525,256.18591266496145,0.0,1
0.09268192450205485,1.3537353823582332,254.64073973049005,0.0,1
0.10435652732849121,2.9203951142051,332.9306928451535,0.0,1
0.1072324344090053,1.9783469987294031,289.1811656681971,0.0,1
0.11271051338740758,1.726346128327506,324.7978672679918,0.0,1
0.10261807507938808,2.1286842226982117,278.11234014841625,0.0,1
0.08780173725552029,0.47535230848524307,701.629487367203,0.0,0
0.09224350859479206,0.7250103485293504,451.0059112225221,0.0,0
0.07014661713650353,1.0070050515626605,1017.6274313816017,0.0,0
0.07766398290793101,0.8286100129286448,921.1402185073377,0.0,0
0.10827207565307617,1.0319290223874544,595.1754227149128,1.0,0
0.14383040024684027,1.02730969282297,314.30388329161894,1.0,0
0.11560661541788202,1.4495072741257518,318.91753809131995,0.0,0
0.109153733253479,0.8817739486694336,340.2039847708237,0.0,0
0.10718974941655209,1.4192448038803904,755.2713741858688,0.0,0
0.14062172610585283,1.039334006425811,629.1284694296704,0.0,0
