dwell_avg,flight_avg,traj_avg,day_type,label
0.14135943055152894,0.5439446926116943,789.0703601644858,0.0,1
0.11642344792683919,0.32937042359952573,345.30310339784376,0.0,1
0.09933940447293794,0.46184135583730845,463.842294191779,0.0,1
0.10857155919075012,0.6716671735048294,423.0877969905735,0.0,1
0.12165473103523254,0.24647921919822693,710.5342268854442,0.0,1
0.1184666036050531,0.3972970956488501,562.8243654635925,0.0,1
0.0979907046193662,0.28864726294641907,585.0701757058712,0.0,1
0.10966880778048901,0.7426030179287525,583.2216650944432,0.0,1
0.10491043329238892,1.2098930661494915,896.8296953070486,0.0,1
0.10097148625747017,0.4055262855861498,606.8246450759098,0.0,1
0.14854983488718668,0.6746597687403361,367.55919591805815,1.0,0
0.13084168766820153,0.9710200442824253,273.3837677725815,1.0,0
0.12075604796409607,0.6955814123153686,522.449155844555,1.0,0
0.1288716848506484,1.0696310941563096,845.6020930151756,1.0,0
0.1234018510701705,0.9763565209447121,197.6538106005796,1.0,0
0.1223856016646984,0.9354209068209626,380.0704265846848,1.0,0
0.09530456646068676,2.1653081984133333,628.3776993139301,1.0,0
0.13997887342404097,1.5062387662056165,363.3822118597321,1.0,0
0.13441292075223701,0.8259576254112776,509.2400989197122,1.0,0
0.14692439436912536,0.7399927496910095,1030.6660191386104,0.0,0
