dwell_avg,flight_avg,traj_avg,day_type,label
0.11312556266784668,0.5130097295926965,207.14113673064062,0.0,1
0.09776957657026208,0.49289359217104706,237.23077193712226,0.0,1
0.10469928513402524,0.4681982009307198,279.6049473957872,0.0,1
0.1033547131911568,0.5528543824734895,258.9616831911396,0.0,1
0.10117841285207997,0.5374254869378131,254.31344628501103,0.0,1
0.10360934941664986,0.4223100828087848,427.81747096653453,0.0,1
0.10123743181643279,0.4455869716146718,279.7182323306962,0.0,1
0.09549135557362731,1.0575565553047288,195.93882130013802,0.0,1
0.10052907985189687,0.4440172599709552,248.66561833192804,0.0,1
0.09664724184119183,0.415709200112716,223.1568309046872,0.0,1
0.1253203931062118,0.6987910063370414,261.99101524147704,0.0,0
0.09451281822333901,0.6086058939917612,250.4457299668329,0.0,0
0.07353800296783447,1.2223072910308839,304.3066857083115,0.0,0
0.09762466395342792,0.8696844342314167,290.4662284118018,0.0,0
0.11987424223390344,0.7753849519442205,303.8263907508883,0.0,0
0.11613840805856805,0.4328800251609401,433.9940702283636,0.0,0
0.089211728837755,0.6290810796949599,711.0147814287405,0.0,0
0.08540844917297363,0.6792613356201737,367.71929998812215,0.0,0
0.08437552452087402,0.5618566777971056,609.9976695503153,0.0,0
0.14047942757606507,1.1887735366821288,393.9451158474976,0.0,0
