dwell_avg,flight_avg,traj_avg,day_type,label
0.13178998231887817,0.5297769199718129,394.16344714850663,0.0,1
0.13106159369150797,0.42099562145414804,283.7747604596059,0.0,1
0.13211325804392496,0.4341241688955398,266.79168618916054,0.0,1
0.12187568346659343,0.41481490433216095,234.9016640291797,0.0,1
0.12938556346026334,0.364003213969144,283.29792175594395,0.0,1
0.1332908244360061,0.3607241596494402,276.4254866436279,0.0,1
0.12849439893450057,0.39798174017951604,264.54361327466216,0.0,1
0.12855603581383115,0.40366346495492117,273.48628617334964,0.0,1
0.13005291847955613,0.368094523747762,266.0373882138058,0.0,1
0.12988562810988652,0.4194545405251639,255.64579794631854,0.0,1
0.12343648804558648,0.623339467578464,350.178484661737,0.0,0
0.11999702453613281,0.5845458507537842,284.67483893449344,0.0,0
0.13055801391601562,0.5918923446110317,402.9637126958486,0.0,0
0.12983993121555873,0.5750348851794288,455.33496728344085,0.0,0
0.14434313774108887,0.9789597082138062,508.13926144090266,0.0,0
0.14111959366571336,0.5745740447725568,317.07737707508846,0.0,0
0.1720131522133237,0.8394517614727929,532.1451394025211,0.0,0
0.1049400700463189,1.455700201458401,237.69617228576456,0.0,0
0.12816406518985063,0.5778911052606045,613.6370833226141,0.0,0
0.1146776935328608,0.2806841601496157,445.10345443595423,0.0,0
